"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Weak.foot","Total.attacking","Total.skill","Total.movement","Total.power","Total.mentality","Total.defending"
"I. Fossum",21,73,78,1,"Midfielder",5500000,20000,3,4,307,353,362,368,312,186
"L. Siligardi",30,73,73,1,"Midfielder",3800000,30000,3,3,323,363,389,323,261,110
"E. Pavez",28,73,73,NA,"Midfielder",0,0,3,3,326,300,364,403,325,206
"I. Kovács",26,73,74,NA,"Midfielder",0,0,3,4,279,309,399,270,267,93
"Luis Milla",23,73,80,3,"Midfielder",4800000,8000,3,3,289,356,377,347,336,203
"D. Kamada",21,73,80,NA,"Midfielder",5500000,9000,3,4,303,350,371,326,290,106
"B. Heynen",21,73,79,4,"Midfielder",5500000,10000,3,4,317,337,346,332,344,199
"Y. Chibsah",25,73,75,2,"Midfielder",4800000,15000,3,3,300,308,383,356,336,212
"U. Račić",20,73,81,NA,"Midfielder",5e+06,6000,3,4,323,326,290,362,344,216
"C. Baeza",24,73,75,3,"Midfielder",4900000,30000,3,3,321,335,365,366,337,199
"C. Träsch",30,73,73,2,"Midfielder",3e+06,20000,3,4,312,314,343,374,333,213
"D. Liénard B",30,73,73,2,"Midfielder",3700000,15000,3,3,349,383,328,348,346,166
"M. Luongo",25,73,76,1,"Midfielder",4200000,9000,3,3,290,303,374,374,337,211
"Luis Couprins",30,73,73,2,"Midfielder",3e+06,10000,2,3,311,310,375,345,337,213
"L. Majer",20,73,84,4,"Midfielder",7e+06,1000,4,3,316,380,360,302,277,88
"N. Krstičić",27,73,73,3,"Midfielder",4100000,1000,3,4,302,330,347,339,343,209
"S. Al Faraj",28,73,73,2,"Midfielder",4e+06,30000,3,4,342,357,359,348,334,199
"B. Celina",21,73,80,3,"Midfielder",5500000,15000,3,3,306,357,381,312,272,68
"Jota",27,73,73,2,"Midfielder",4200000,20000,3,2,299,365,351,305,289,81
"Marcos Paneira",30,73,73,2,"Midfielder",3e+06,10000,2,3,306,293,305,334,303,227
"I. Šunjić",21,73,83,5,"Midfielder",5500000,1000,2,3,277,261,341,339,328,218
"B. Ramselaar",22,73,79,2,"Midfielder",5500000,10000,3,3,320,339,391,327,326,163
"C. Stengs",19,73,86,4,"Midfielder",7500000,8000,4,3,289,358,372,293,264,100
"T. Ciğerci",26,73,76,1,"Midfielder",4200000,40000,3,4,336,345,329,372,341,213
"O. Şahan",31,73,73,1,"Midfielder",3500000,20000,4,4,340,354,368,333,350,176
"M. Pack",27,73,73,2,"Midfielder",4100000,30000,3,3,320,348,297,374,339,197
"Renan Bressan",29,73,73,1,"Midfielder",3800000,10000,3,3,354,393,314,349,314,130
"Dani Raba",22,73,79,3,"Midfielder",5500000,20000,3,3,312,321,344,324,281,112
"M. Sobottka",24,73,79,3,"Midfielder",4700000,20000,3,3,300,295,336,345,303,216
"Fede Vico",23,73,78,NA,"Midfielder",5500000,8000,4,3,301,348,399,307,293,143
"Montoro",30,73,73,1,"Midfielder",3e+06,8000,3,3,302,334,286,359,337,210
"M. Bešić",25,73,76,NA,"Midfielder",4200000,40000,3,3,288,325,344,333,319,222
"P. Ceppelini",26,73,73,0,"Midfielder",4300000,6000,3,3,316,360,351,348,287,122
"R. Walter",23,73,79,1,"Midfielder",5500000,20000,3,4,302,328,354,337,329,201
"J. Al Hussien",35,73,73,1,"Midfielder",1800000,15000,4,3,317,349,326,315,338,148
"Castro",30,73,73,1,"Midfielder",3800000,20000,3,2,321,347,353,379,352,190
"Víctor Rodríguez",28,73,73,0,"Midfielder",4e+06,8000,3,4,302,363,375,307,311,138
"D. Pavelka",27,73,74,2,"Midfielder",3800000,10000,3,4,310,334,323,345,344,202
"J. Riedewald",21,73,80,3,"Midfielder",4800000,30000,3,3,302,286,323,320,302,219
"Miguel Veloso",32,73,73,0,"Midfielder",2300000,15000,3,3,363,404,319,360,360,190
"J. van Overeem",24,73,76,3,"Midfielder",5e+06,15000,3,3,313,360,369,296,292,172
"E. Barreto",33,73,73,1,"Midfielder",2300000,30000,3,4,326,365,330,339,356,222
"J. Poulsen",34,73,73,1,"Midfielder",1900000,20000,3,3,334,362,318,363,365,175
"A. Grünwald",29,73,73,2,"Midfielder",3900000,15000,3,2,332,372,332,372,335,166
"O. Mangala",20,73,84,NA,"Midfielder",7e+06,10000,3,4,278,330,360,340,309,197
"J. Mišić",24,73,78,4,"Midfielder",5500000,1000,2,3,312,370,338,358,334,179
"Diego Lopes",24,73,77,4,"Midfielder",5e+06,8000,3,4,315,348,384,284,321,140
"A. Ömür",19,73,84,3,"Midfielder",6500000,10000,3,3,311,358,395,286,282,110
"Juan Carlos",27,73,73,1,"Midfielder",4200000,8000,3,3,309,342,344,314,301,150
"R. Martínez",35,73,73,1,"Midfielder",1700000,10000,3,3,332,346,327,351,316,173
"Bruno Xadas",20,73,84,3,"Midfielder",7e+06,9000,4,3,326,366,371,359,312,126
"J. Góralski",25,73,77,NA,"Midfielder",0,0,2,2,269,292,372,317,339,205
"L. Nguyen",31,73,73,2,"Midfielder",3500000,8000,4,3,318,362,353,308,321,131
"J. Pied",29,73,73,1,"Midfielder",3e+06,20000,3,3,353,375,358,361,347,215
"O. Veigneau",32,73,73,1,"Midfielder",2200000,10000,3,3,266,312,360,336,312,229
"Juliano Mascarinhas",34,73,73,2,"Midfielder",1200000,20000,2,2,282,302,324,335,323,219
"F. Rinaudo",31,73,73,2,"Midfielder",3400000,15000,3,3,321,322,355,377,334,219
"P. Barrientos",33,73,73,4,"Midfielder",2400000,20000,4,3,339,382,346,308,320,107
"A. Maxim",27,73,73,2,"Midfielder",4200000,20000,5,4,315,377,367,308,304,80
"L. Freeman",26,73,73,2,"Midfielder",4300000,10000,3,3,317,359,383,339,328,152
"O. Ntcham",22,73,82,3,"Midfielder",6e+06,30000,3,3,317,361,359,363,345,208
"A. Bakasetas",25,73,76,3,"Midfielder",5e+06,1000,3,4,352,356,335,371,315,119
"G. Saville",25,73,76,3,"Midfielder",4900000,40000,3,3,331,344,346,378,345,206
"P. Schiattarella",31,73,73,1,"Midfielder",3400000,10000,3,4,320,342,373,350,331,186
"J. Howson",30,73,73,1,"Midfielder",3700000,40000,3,3,316,340,340,360,343,198
"Keko",26,73,73,NA,"Midfielder",4300000,15000,3,4,315,354,369,324,327,143
"J. Livermore",28,73,73,3,"Midfielder",4e+06,30000,3,2,326,341,337,372,334,214
"J. Johansson",28,73,73,1,"Midfielder",4e+06,30000,3,2,307,301,278,358,327,217
"Dani Pacheco",27,73,73,2,"Midfielder",4200000,10000,3,3,327,386,385,334,291,92
"Y. Gordillo",26,73,76,NA,"Midfielder",4200000,4000,2,3,234,269,336,350,321,210
"Michel Cruceiro",26,73,73,2,"Midfielder",3500000,20000,2,3,314,339,290,372,334,209
"M. Tekdemir",30,73,73,2,"Midfielder",3e+06,20000,3,3,301,308,339,365,311,217
"L. Mazzitelli",22,73,78,NA,"Midfielder",5500000,10000,2,4,309,333,321,335,324,194
"V. Stocker",29,73,73,2,"Midfielder",3900000,20000,3,4,336,363,360,340,326,138
"J. Añor",24,73,76,NA,"Midfielder",5e+06,15000,3,3,330,368,349,326,291,128
"M. Shaparenko",19,73,85,3,"Midfielder",7e+06,500,3,3,289,312,342,291,319,200
"M. Leitner",25,73,75,3,"Midfielder",4800000,20000,3,4,316,369,371,328,317,174
"S. Lukić",21,73,80,4,"Midfielder",4800000,20000,3,3,326,373,348,339,328,209
"S. Amrabat",21,73,79,3,"Midfielder",5500000,15000,3,3,319,344,348,364,327,199
"B. Petković",23,73,80,4,"Midfielder",5500000,1000,4,4,352,367,299,358,288,96
"A. Miranchuk",22,73,81,2,"Midfielder",6e+06,1000,3,4,303,337,360,329,276,86
"T. Trybull",25,73,75,3,"Midfielder",4100000,20000,3,3,279,308,330,352,326,218
"C. Marrugo",32,73,73,1,"Midfielder",3100000,5000,3,4,334,341,348,299,324,152
"S. Johansen",27,73,73,NA,"Midfielder",4100000,30000,3,3,328,365,358,361,337,203
"T. Dingomé",27,73,73,2,"Midfielder",4200000,15000,3,3,330,335,366,348,337,204
"A. Ríos",29,73,73,2,"Midfielder",3100000,20000,2,4,272,321,321,370,332,210
"M. Çağıran",25,73,75,0,"Midfielder",4100000,10000,3,4,334,361,328,391,348,205
"O. Tufan",23,73,78,NA,"Midfielder",4500000,10000,3,3,307,349,356,365,347,213
"V. Pajot",27,73,73,2,"Midfielder",4100000,20000,3,3,310,324,347,342,349,217
"W. Montillo",34,73,73,0,"Midfielder",2e+06,15000,4,4,316,377,354,285,321,129
"R. Neustädter",30,73,73,0,"Midfielder",3e+06,40000,2,4,282,306,268,350,318,225
"M. Abeid",25,73,75,0,"Midfielder",4100000,10000,3,3,305,359,335,350,342,202
"B. Perlaza",26,73,76,3,"Midfielder",4200000,5000,3,2,278,271,286,333,327,210
"M. Klich",28,73,73,1,"Midfielder",4e+06,40000,3,3,319,352,328,354,345,160
"José Rodríguez",23,73,77,NA,"Midfielder",4400000,7000,3,3,306,342,331,330,351,208
"Salva Sevilla",34,73,73,2,"Midfielder",1900000,9000,3,3,319,384,301,318,331,115
"Y. Bissouma",21,73,81,4,"Midfielder",6e+06,30000,4,3,289,357,366,348,338,213
"I. Bennacer",20,73,83,2,"Midfielder",6500000,10000,3,3,356,359,368,351,328,189
"F. Forestieri",28,73,73,2,"Midfielder",4100000,30000,4,3,339,350,407,363,327,134
"Cesinha",28,73,73,4,"Midfielder",4e+06,7000,4,3,341,348,359,342,281,83
"Serginho",24,73,77,1,"Midfielder",5500000,10000,3,4,348,359,327,358,303,135
"S. Tonali",18,73,90,2,"Midfielder",7500000,2000,3,4,333,362,368,343,332,208
"Stephen Eustáquio",21,73,84,1,"Midfielder",6e+06,15000,2,3,309,338,345,357,335,203
"A. Hunou",24,73,76,1,"Midfielder",5e+06,20000,3,3,337,345,370,340,330,163
"R. Krhin",28,73,73,1,"Midfielder",3200000,20000,2,3,290,306,246,309,321,215
"M. Frantz",31,73,73,1,"Midfielder",3400000,20000,2,4,313,341,341,359,348,197
"R. Bezus",27,73,73,3,"Midfielder",4200000,15000,3,4,339,373,327,348,319,123
"P. Mpoku",26,73,73,2,"Midfielder",4300000,15000,4,4,343,374,348,372,337,128
"Andrei Girotto",26,73,74,2,"Midfielder",3900000,20000,2,2,323,313,305,359,325,221
"L. Gil",27,73,74,2,"Midfielder",3800000,15000,3,2,303,361,339,378,326,210
"Mattheus Oliveira",23,73,78,NA,"Midfielder",5500000,8000,3,4,329,372,329,345,312,152
"A. Godoy",28,73,73,4,"Midfielder",3200000,8000,3,2,259,304,280,338,310,196
"Ontiveros",20,73,81,1,"Midfielder",6e+06,7000,4,3,305,355,372,306,284,100
"H. Saivet",27,73,73,NA,"Midfielder",4100000,15000,3,4,358,374,358,356,337,189
"A. Ćorić",21,73,82,4,"Midfielder",6e+06,30000,3,4,301,354,381,316,276,122
"Lee Chung Yong",29,73,73,1,"Midfielder",3900000,15000,3,3,329,351,364,318,316,149
"A. Cubas",22,73,80,2,"Midfielder",4800000,10000,3,2,266,290,391,317,313,226
"João Carvalho",21,73,82,4,"Midfielder",6e+06,30000,4,4,318,359,390,286,289,80
"Fran Mérida",28,73,73,1,"Midfielder",3200000,9000,3,3,315,379,328,369,373,203
"J. Ibe",22,73,78,1,"Midfielder",5500000,40000,3,4,285,337,385,342,304,120
"J. Duque",26,73,76,1,"Midfielder",4200000,4000,2,3,247,268,343,309,311,210
"E. Reynoso",22,73,82,3,"Midfielder",6e+06,15000,3,3,306,357,369,320,335,169
"Edu Expósito",21,73,81,3,"Midfielder",6e+06,7000,4,5,285,296,324,289,317,187
"Lee Jae Sung",25,73,74,2,"Midfielder",4800000,10000,3,4,302,336,347,318,310,140
"Óscar",20,73,84,NA,"Midfielder",7e+06,15000,3,3,293,383,348,292,292,137
"P. Aquino",23,73,78,0,"Midfielder",4500000,20000,2,3,270,315,378,323,340,209
"M. Vrančić",29,73,73,2,"Midfielder",3800000,20000,3,3,332,367,327,348,324,163
"Manu García",20,73,84,NA,"Midfielder",7e+06,15000,4,4,297,377,390,276,264,117
"P. Žulj",25,73,76,3,"Midfielder",4900000,15000,4,3,325,367,301,338,331,192
"A. McGeady",32,73,73,2,"Midfielder",3100000,15000,5,4,341,373,386,330,331,111
"Jamiro Monteiro",24,73,76,NA,"Midfielder",5e+06,7000,3,4,288,358,374,339,344,187
"S. Cáseres",21,73,83,4,"Midfielder",5500000,15000,3,4,305,306,359,340,316,217
"A. Gunnarsson",29,73,73,0,"Midfielder",3100000,30000,3,3,322,324,323,353,339,208
"U. Agbo",22,73,80,NA,"Midfielder",4800000,15000,3,3,295,305,309,358,305,215
"A. Rosina",34,73,73,1,"Midfielder",2e+06,6000,4,3,334,384,391,280,275,66
"R. Koch",21,73,79,2,"Midfielder",4700000,15000,2,3,247,254,292,303,297,212
"B. Bannan",28,73,73,2,"Midfielder",4e+06,20000,3,1,320,375,380,314,340,135
"I. Iličević",31,73,73,0,"Midfielder",3500000,20000,4,5,341,370,377,335,312,106
"D. Ndong",24,73,78,3,"Midfielder",4500000,15000,3,3,294,306,349,350,340,207
"F. Lemoine",31,73,73,2,"Midfielder",2700000,8000,3,3,310,324,310,360,338,213
"L. Pisculichi",34,73,73,1,"Midfielder",2e+06,10000,3,2,351,383,341,334,326,110
"J. Fleck",26,73,73,2,"Midfielder",4200000,10000,3,2,314,363,378,375,350,200
"Y. Ravet",28,73,73,NA,"Midfielder",4e+06,15000,3,3,325,353,370,332,275,106
"Tiago Silva",25,73,76,2,"Midfielder",5e+06,10000,4,4,320,358,365,319,337,155
"V. Manceau",28,73,73,3,"Midfielder",3200000,20000,3,3,298,308,324,324,319,223
"Y. Yotún",28,73,73,0,"Midfielder",4e+06,20000,3,1,321,358,363,360,335,198
"Moi Gómez",24,73,78,NA,"Midfielder",5500000,15000,3,5,335,366,365,343,302,141
"J. Ménez",31,73,73,4,"Midfielder",3600000,50000,3,4,345,377,346,306,303,87
"I. Damonte",36,72,72,3,"Midfielder",975000,10000,3,3,332,332,327,356,348,204
"S. Wuytens",28,72,72,1,"Midfielder",2500000,10000,3,4,329,361,318,368,322,213
"L. Memushaj",31,72,72,1,"Midfielder",2700000,5000,3,4,294,346,390,335,341,192
"Santi Comesaña",21,72,78,4,"Midfielder",4200000,10000,3,4,304,299,299,345,299,213
"A. Benali",26,72,73,2,"Midfielder",3600000,4000,4,2,289,349,408,327,321,135
"A. Blin",21,72,78,NA,"Midfielder",3600000,9000,3,3,291,305,314,331,326,221
"R. Koolwijk",32,72,72,2,"Midfielder",1800000,6000,2,4,311,372,231,327,346,198
"I. Hagi",19,72,85,NA,"Midfielder",0,0,3,4,306,363,351,311,290,102
"C. Nørgaard",24,72,79,3,"Midfielder",3700000,30000,3,3,314,334,325,326,317,213
"E. Cecchini",21,72,81,1,"Midfielder",4200000,5000,3,2,306,313,345,354,310,218
"E. Atuesta",21,72,81,2,"Midfielder",4200000,5000,2,4,278,332,354,316,301,199
"I. Mboyo",31,72,72,NA,"Midfielder",2700000,15000,3,3,341,348,330,360,322,106
"P. Gerkens",23,72,76,2,"Midfielder",4100000,15000,3,3,356,316,334,338,321,190
"S. Rybalka",28,72,72,2,"Midfielder",3100000,10000,3,3,292,376,331,331,347,206
"B. Kayal",30,72,72,1,"Midfielder",2900000,30000,3,3,310,329,346,382,342,207
"Kim Bo Kyung",28,72,72,NA,"Midfielder",3100000,7000,4,4,327,351,376,352,350,172
"Isaías",31,72,72,1,"Midfielder",2100000,4000,3,3,248,360,337,353,328,202
"T. Huddlestone",31,72,72,1,"Midfielder",2100000,30000,2,5,358,363,229,333,343,205
"A. Clayton",29,72,72,2,"Midfielder",2400000,30000,3,3,282,340,334,335,337,210
"K. Nakamura",37,72,72,1,"Midfielder",850000,6000,3,3,359,394,295,343,356,181
"M. Vejinović",28,72,72,NA,"Midfielder",3100000,6000,3,2,354,379,299,355,333,177
"Sandelas Júnior",26,72,72,2,"Midfielder",2700000,10000,2,3,280,303,311,346,308,207
"G. Castellani",30,72,72,1,"Midfielder",2900000,15000,4,3,339,371,350,362,357,159
"Pedro Nuno",23,72,79,2,"Midfielder",4400000,5000,3,3,324,366,363,331,319,89
"Souza",30,72,72,2,"Midfielder",2900000,7000,3,3,332,355,342,364,346,199
"T. Chery",30,72,72,NA,"Midfielder",2900000,10000,3,3,311,362,383,376,301,75
"O. Fink",36,72,72,1,"Midfielder",975000,15000,2,4,325,327,273,379,339,215
"M. Duffy",32,72,72,1,"Midfielder",2400000,10000,3,3,295,348,360,300,286,110
"Timo Triano",34,72,72,2,"Midfielder",950000,15000,2,3,253,284,302,302,300,227
"Lucas Piazon",24,72,75,1,"Midfielder",3900000,10000,3,4,346,365,346,300,291,106
"André Sousa",27,72,72,NA,"Midfielder",3200000,9000,3,2,324,368,338,373,339,172
"Pimentiscinho",30,72,72,2,"Midfielder",2300000,10000,2,3,306,321,344,292,325,220
"G. Fernández",34,72,72,1,"Midfielder",1600000,10000,3,4,333,364,339,323,297,133
"M. Bolaños",28,72,72,3,"Midfielder",3100000,15000,3,3,301,326,390,330,287,70
"J. Marié",26,72,73,3,"Midfielder",3600000,10000,3,3,268,311,327,341,300,204
"G. Sertic",28,72,72,NA,"Midfielder",2500000,10000,2,3,319,336,314,358,348,211
"W. Katsande",32,72,72,1,"Midfielder",1800000,1000,3,3,319,295,337,341,355,213
"Pedro Tiba",29,72,72,2,"Midfielder",3e+06,9000,3,3,303,341,330,371,333,185
"Porphirinho",30,72,72,2,"Midfielder",2300000,10000,2,3,323,339,362,320,314,220
"A. Najar",25,72,75,1,"Midfielder",3200000,15000,4,4,326,349,381,330,344,217
"K. Kusk",26,72,72,3,"Midfielder",3300000,10000,3,3,313,354,370,340,305,102
"N. Al Abed",28,72,72,2,"Midfielder",3100000,30000,4,4,318,345,373,338,324,139
"A. Fransson",24,72,75,2,"Midfielder",3900000,6000,3,3,309,331,365,364,323,201
"F. Gaibor",26,72,73,2,"Midfielder",3600000,15000,3,3,322,350,344,345,314,181
"B. Feilhaber",33,72,72,0,"Midfielder",1800000,7000,3,4,335,370,331,334,346,194
"Leordinho Paes",30,72,72,2,"Midfielder",2900000,15000,3,3,324,356,343,293,293,122
"M. Meli",26,72,73,NA,"Midfielder",3600000,10000,3,3,309,304,392,372,333,196
"Y. Orozco",27,72,72,2,"Midfielder",3300000,8000,3,4,306,318,407,302,253,107
"A. Bobichon",22,72,78,1,"Midfielder",4200000,10000,3,2,326,369,351,357,331,161
"C. Buchtmann",26,72,73,3,"Midfielder",3600000,15000,3,4,310,361,370,364,315,183
"G. Poblete",25,72,75,NA,"Midfielder",3300000,15000,2,3,264,311,358,335,306,207
"André Horta",21,72,80,4,"Midfielder",4500000,5000,3,3,312,340,392,343,334,190
"J. Bostock",26,72,73,2,"Midfielder",3600000,20000,3,3,343,362,337,375,343,191
"Kangin Lee",17,72,88,3,"Midfielder",6e+06,10000,4,3,301,384,375,290,262,72
"L. Kleinheisler",24,72,77,NA,"Midfielder",0,0,3,4,295,339,389,351,330,184
"Hao Junmin",31,72,72,2,"Midfielder",2700000,15000,3,4,292,373,363,335,349,179
"Míchel",29,72,72,1,"Midfielder",3e+06,15000,3,4,332,367,306,313,327,158
"R. Žulj",26,72,73,NA,"Midfielder",3700000,20000,3,3,346,360,292,370,275,93
"M. Kaye",23,72,77,1,"Midfielder",4100000,6000,3,3,302,308,344,331,323,199
"M. Dijks",25,72,74,4,"Midfielder",3100000,20000,2,3,269,308,294,298,303,216
"I. Akhmetov",20,72,84,3,"Midfielder",5500000,1000,3,4,279,327,374,271,288,157
"Álex Fernández",25,72,75,3,"Midfielder",3900000,8000,3,3,284,362,327,336,339,201
"T. Romanczuk",26,72,73,4,"Midfielder",3e+06,8000,2,3,292,308,332,356,346,210
"A. Castro",23,72,78,NA,"Midfielder",4300000,9000,3,2,324,336,360,347,316,174
"M. Iori",36,72,72,2,"Midfielder",975000,3000,2,3,325,339,332,353,343,195
"Adrián Burnabão",34,72,72,2,"Midfielder",1600000,15000,4,4,319,363,345,334,289,59
"J. Nieto",25,72,75,1,"Midfielder",3800000,4000,3,4,308,352,367,367,301,136
"F. Kroos",27,72,73,1,"Midfielder",2900000,20000,3,3,302,353,337,354,340,198
"F. Quignon",25,72,75,2,"Midfielder",3800000,15000,3,3,309,328,345,333,323,201
"D. N'Dinga",30,72,72,0,"Midfielder",2300000,10000,2,3,284,289,339,363,306,206
"S. Clucas",27,72,72,3,"Midfielder",3200000,30000,3,4,339,342,339,366,327,192
"J. Mauri",22,72,79,4,"Midfielder",4300000,40000,3,4,289,356,390,314,321,198
"D. Morales",31,72,72,3,"Midfielder",2700000,10000,4,3,299,380,346,315,310,89
"L. Blessing",21,72,75,1,"Midfielder",3900000,5000,3,4,302,303,418,313,322,195
"R. Canouse",23,72,79,0,"Midfielder",3700000,6000,2,3,274,293,338,334,313,212
"S. Piette",23,72,75,0,"Midfielder",3300000,6000,2,2,240,284,344,352,299,201
"N. Ortigoza",33,72,72,0,"Midfielder",1300000,10000,2,3,298,344,248,291,375,187
"D. Kombarov B",31,72,72,1,"Midfielder",2e+06,1000,4,2,328,377,375,362,386,190
"A. Gerndt",31,72,72,2,"Midfielder",2800000,8000,3,4,341,347,358,365,301,94
"R. Morioka",27,72,72,NA,"Midfielder",3300000,10000,3,3,347,351,322,321,285,108
"A. Pérez",37,72,72,1,"Midfielder",210000,3000,2,3,292,299,279,333,356,206
"K. Mrabti",24,72,76,1,"Midfielder",4100000,20000,3,3,315,324,409,343,334,165
"D. Silva",31,72,72,1,"Midfielder",2700000,4000,3,3,282,344,353,360,328,176
"S. Gustafson",23,72,76,3,"Midfielder",4100000,10000,3,4,314,358,332,326,333,146
"M. Ilaimaharitra",22,72,78,4,"Midfielder",3600000,9000,3,3,270,304,359,354,311,209
"Clayton Fildeiras",34,72,72,2,"Midfielder",1600000,10000,3,4,315,357,365,363,354,121
"R. Sigurjónsson",28,72,72,4,"Midfielder",3100000,10000,3,4,333,358,345,409,357,147
"M. Izco",35,72,72,0,"Midfielder",1300000,3000,3,3,319,336,347,327,340,201
"F. Zuqui",26,72,73,NA,"Midfielder",3600000,10000,3,3,307,339,361,340,313,190
"S. Żurkowski",20,72,83,NA,"Midfielder",5500000,4000,3,4,290,312,383,377,340,213
"Escassi",29,72,72,1,"Midfielder",2400000,9000,2,4,272,301,304,311,309,208
"E. Ofori",23,72,78,NA,"Midfielder",4200000,6000,2,2,280,334,383,331,326,203
"D. Di Gennaro",30,72,72,NA,"Midfielder",2900000,5000,3,4,323,370,348,326,324,167
"A. Forshaw",26,72,73,3,"Midfielder",3600000,30000,3,3,302,347,350,308,331,187
"A. Losilla",32,72,72,1,"Midfielder",1800000,10000,3,3,315,309,321,358,298,205
"A. Morales",28,72,72,2,"Midfielder",3100000,20000,3,3,292,328,358,363,333,204
"Zhang Xizhe",27,72,72,1,"Midfielder",3300000,15000,4,4,307,364,364,282,342,126
"Vítor Gomes",30,72,72,0,"Midfielder",2900000,10000,3,3,333,352,308,366,344,188
"David Simão",28,72,72,2,"Midfielder",3100000,10000,3,3,325,366,337,358,342,194
"S. Khaoui",23,72,76,NA,"Midfielder",4100000,15000,3,3,299,372,350,318,256,121
"L. Andersen",23,72,78,5,"Midfielder",4300000,10000,4,3,309,362,386,333,264,75
"L. Montes",32,72,72,2,"Midfielder",2400000,20000,3,3,325,360,372,343,339,155
"M. Cuisance",18,72,85,4,"Midfielder",5500000,10000,4,3,328,382,369,326,303,165
"M. Donald",29,72,72,1,"Midfielder",2400000,10000,3,3,326,311,330,375,333,201
"E. Hallfreðsson",34,72,72,2,"Midfielder",1500000,20000,3,3,317,369,308,341,351,211
"T. Sušić",26,72,73,1,"Midfielder",3600000,7000,4,3,344,375,325,335,334,176
"W. Vaulks",24,72,74,1,"Midfielder",3200000,20000,2,3,294,293,321,376,332,211
"N. Bertolo",32,72,72,2,"Midfielder",2400000,10000,3,3,334,346,350,326,325,86
"Hugo Rubiães",34,72,72,2,"Midfielder",950000,20000,2,3,295,328,356,328,308,228
"T. Hořava",30,72,72,2,"Midfielder",2900000,1000,3,3,321,345,336,341,323,161
"P. Tachtsidis",27,72,72,NA,"Midfielder",3200000,4000,3,3,322,338,254,375,332,209
"N. Powell",24,72,76,0,"Midfielder",4100000,30000,3,4,320,329,352,340,307,142
"Mauro Riboas",26,72,72,2,"Midfielder",3300000,20000,3,3,309,334,350,321,338,110
"M. Schmiedebach",29,72,72,NA,"Midfielder",2400000,20000,3,4,268,317,371,351,331,215
"S. Badji",28,72,72,3,"Midfielder",2500000,15000,2,3,283,266,329,379,316,216
"Eduardo",25,72,75,4,"Midfielder",3800000,10000,3,3,314,350,332,321,317,170
"M. Malyshev",25,72,77,2,"Midfielder",3500000,1000,3,3,307,317,359,374,305,200
"K. McLean",26,72,73,3,"Midfielder",3600000,20000,3,3,307,352,357,370,323,167
"Y. Kubo",24,72,75,NA,"Midfielder",3900000,15000,4,4,313,351,380,338,273,135
"M. Diskerud",27,72,72,NA,"Midfielder",3200000,7000,3,4,330,348,334,363,320,163
"T. Usami",26,72,72,2,"Midfielder",3300000,10000,4,4,310,351,375,298,263,76
"M. Ozdoev",25,72,74,NA,"Midfielder",0,0,3,3,302,330,372,356,319,206
"G. Brugman",25,72,73,3,"Midfielder",3600000,4000,3,3,291,364,376,324,330,168
"A. Shehu",25,72,75,1,"Midfielder",3300000,10000,2,4,279,296,359,344,326,214
"Aitor Sanz",33,72,72,1,"Midfielder",1300000,8000,3,4,288,353,329,353,344,203
"Y. Endo",38,72,72,2,"Midfielder",775000,8000,3,3,344,380,252,342,360,200
"C. Gruezo",23,72,79,0,"Midfielder",3700000,6000,2,3,254,294,351,322,316,210
"E. Kaçe",24,72,75,1,"Midfielder",3900000,1000,3,4,300,345,385,335,351,211
"Fede",21,72,82,NA,"Midfielder",4400000,5000,2,3,300,312,349,345,325,210
"B. Acosta",24,72,77,2,"Midfielder",4200000,6000,3,3,295,328,405,399,358,195
"R. Vargas",31,72,72,0,"Midfielder",2700000,5000,4,4,313,353,358,307,272,76
"N. Asare",31,72,72,2,"Midfielder",2e+06,15000,3,4,305,341,370,340,362,212
"Hwang In Beom",21,72,80,1,"Midfielder",4500000,5000,4,5,311,342,366,335,292,153
"I. Diomandé",25,72,75,0,"Midfielder",3300000,15000,3,3,290,298,329,356,282,211
"R. Elm",30,72,72,0,"Midfielder",2900000,4000,3,4,345,372,307,311,352,175
"Aketxe",24,72,74,1,"Midfielder",3800000,6000,3,3,328,390,356,324,298,142
"S. Williams",31,72,72,1,"Midfielder",2100000,10000,3,3,327,343,319,365,341,211
"A. Bouchalakis",25,72,74,3,"Midfielder",3700000,1000,3,4,325,351,328,364,322,194
"J. Morávek",28,72,72,3,"Midfielder",3100000,20000,3,3,347,353,316,312,336,162
"S. Bastien",21,72,78,3,"Midfielder",4200000,9000,3,3,320,375,367,351,323,171
"L. Reyes",27,72,72,0,"Midfielder",3200000,15000,3,3,278,321,363,363,332,216
"Manu Morlanes",19,72,82,4,"Midfielder",4800000,10000,3,3,317,354,362,317,330,174
"M. Rohdén",27,72,72,3,"Midfielder",3200000,4000,3,4,303,324,365,377,350,178
"L. Marrone",28,72,72,NA,"Midfielder",2500000,4000,3,3,316,363,300,374,338,214
"J. Puncheon",32,72,72,NA,"Midfielder",2400000,30000,3,2,326,368,341,317,351,189
"A. De Sart",21,72,78,1,"Midfielder",4200000,8000,3,3,334,357,339,353,326,195
"S. Tibbling",23,72,77,3,"Midfielder",4100000,15000,3,3,297,323,380,305,314,176
"D. McCarty",31,72,72,0,"Midfielder",2100000,6000,3,3,301,320,318,336,332,207
"W. Trapp",25,72,75,1,"Midfielder",3300000,6000,3,2,283,353,325,326,306,199
